,girl,age,education_head,sheep,duration_village,farmer,number_ppl_hh,f07_test_observed,treatment,clustercode,formal_school,distance_nearest_school,testscores
1346,0,6,2,0,8,1,8,1,0,14,0,6.7715282,0.111111111
1347,1,10,3,20,5,1,5,1,1,12,1,0.70830643,0.185185192
1348,0,11,0,5,30,0,11,1,1,5,1,1.4921961,0.592592603
1349,1,9,1,2,20,1,5,1,1,12,1,1.9936211,0.592592603
1350,1,11,1,0,20,1,9,1,0,7,1,2.4134557,0.518518524
1351,0,8,10,4,30,0,12,1,0,13,0,3.4745505,0.407407416
1352,1,10,4,6,50,1,8,1,1,12,0,3.5101359,0.37037038
1353,1,10,1,12,17,1,8,1,1,6,1,2.7300415,0.777777812
1354,1,8,4,0,40,0,9,1,0,14,0,2.828218,0.777777812
1355,1,10,5,6,40,0,6,1,1,12,1,0.73888224,0.555555573
1356,1,9,5,20,50,1,9,1,1,5,1,4.0909238,0.555555573
1357,0,11,5,0,30,1,7,1,0,13,0,2.441144,0.777777812
1358,1,7,12,10,13,1,7,1,0,13,0,3.9700098,0.111111111
1359,0,6,0,15,60,1,10,1,0,14,0,6.0760021,0
1360,0,8,5,3,16,1,9,0,0,13,0,3.4941068,NA
1361,0,11,20,4,4,0,8,1,1,12,1,4.229836,1
1362,0,10,4,15,33,1,9,1,1,5,1,2.0828402,0.925925974
1363,1,8,0,0,20,1,10,1,0,3,0,1.5581777,0.111111111
1364,0,10,6,0,3,0,8,1,1,5,1,2.7744529,0.740740757
1365,0,6,1,4,27,1,4,1,0,13,0,3.0055089,0.111111111
1366,0,6,4,6,50,1,8,0,1,12,0,3.5101359,NA
1367,0,7,2,5,2,1,6,1,0,2,1,2.6582198,0.333333343
1368,1,7,0,0,20,0,4,0,0,3,0,2.0552006,NA
1369,1,11,0,0,14,1,9,1,1,4,1,4.0726647,0.740740757
1370,1,7,1,0,6,1,4,1,0,15,1,3.138823,0.629629652
1371,0,11,0,0,1,0,6,0,0,3,0,2.1063757,NA
1372,1,10,7,0,0.5,0,7,1,1,12,0,2.9020464,0.222222222
1373,0,6,2,10,30,1,10,1,0,3,0,2.5904386,0.111111111
1374,0,10,5,0,30,1,7,1,0,13,0,2.441144,0.703703703
1375,0,11,0,10,40,1,17,1,0,3,0,2.4527264,0.88888892
1376,1,9,5,0,45,1,8,1,1,1,0,2.1737876,0.777777812
1377,0,10,0,6,50,1,9,1,1,12,1,0.70031452,0.777777812
1378,0,7,0,5,20,1,11,1,0,14,0,3.0371523,0.111111111
1379,0,10,0,5,40,1,4,1,1,4,0,4.3240089,0.666666676
1380,0,8,4,20,50,1,9,1,0,2,0,2.6956668,1
1381,0,7,0,1,3,1,4,1,1,5,0,2.7600224,0.14814816
1382,0,8,2,0,30,1,8,1,0,14,0,6.5435967,0.14814816
1383,1,11,0,5,20,1,11,0,0,14,0,3.0371523,NA
1384,0,6,5,50,14,0,8,0,1,1,0,2.232887,NA
1385,1,6,0,0,20,1,5,1,0,14,0,2.7393744,0.037037054
1386,1,11,5,10,40,0,14,1,1,4,1,3.926517,0.777777812
1387,0,9,10,0,4,1,4,1,0,15,0,1.9986606,0.592592603
1388,1,7,0,0,20,1,6,1,1,4,0,3.3436236,0.296296303
1389,0,7,1,0,3,1,8,1,0,15,0,2.9739578,0.074074054
1390,0,9,0,20,15,1,10,1,1,4,1,4.0832949,0.666666676
1391,0,10,4,0,28,1,8,1,0,13,0,3.7750189,0.740740757
1392,1,8,3,10,50,1,13,0,0,13,0,3.7967985,NA
1393,1,9,0,5,30,0,11,1,1,5,1,1.4921961,0.851851865
1394,1,11,1,0,40,1,6,1,0,14,0,3.0371523,0.333333343
1395,1,9,2,0,20,0,10,1,1,12,1,4.0886431,0.777777812
1396,1,6,0,6,15,1,7,1,1,12,0,1.9313567,0.037037054
1397,1,6,10,0,40,1,6,1,0,14,0,6.1319823,0.074074054
1398,0,8,0,3,35,1,5,1,1,4,1,3.8636549,0
1399,0,10,0,5,5,1,5,1,1,4,0,2.7413971,1
1400,0,6,3,0,20,1,6,0,0,13,0,3.1441231,NA
1401,0,7,1,2,20,1,5,1,1,12,1,1.9936211,0.555555573
1402,0,8,2,6,50,1,9,1,1,12,1,3.141166,0.111111111
1403,0,10,3,0,14,1,12,1,1,12,0,0.05531748,0.296296303
1404,1,10,4,1,60,1,9,1,0,14,0,6.1017704,0.14814816
1405,0,11,0,5,17,1,6,1,0,2,1,2.765866,0.666666676
1406,0,10,10,0,40,1,6,1,0,14,0,6.1319823,1
1407,1,6,2,5,50,1,3,1,0,2,0,2.5961974,0.333333343
1408,1,8,10,0,40,1,6,1,0,14,0,6.1319823,0.37037038
1409,1,7,7,0,0.5,0,7,1,1,12,0,2.9020464,0.222222222
1410,1,6,0,15,20,1,4,1,0,2,0,2.6286838,0
1411,0,10,0,0,6,1,7,1,1,4,1,2.6252489,1
1412,0,10,10,4,30,0,12,1,0,13,0,3.4745505,0.296296303
1413,0,7,4,10,25,0,6,1,0,13,0,4.1031675,0.111111111
1414,0,10,10,0,30,0,8,1,1,5,1,2.128876,0.962962973
1415,0,10,2,6,50,1,5,1,0,14,0,6.1268816,0.259259271
1416,0,7,0.5,0,13,1,8,1,0,14,0,5.9981809,0.259259271
1417,1,10,3,6,17,1,10,0,0,15,0,3.1808481,NA
1418,0,7,1,0,40,1,6,1,0,14,0,3.0371523,0.111111111
1419,0,9,5,1,50,0,5,1,0,13,1,3.1441231,0.555555573
1420,1,8,5,0,60,0,10,1,0,3,0,1.5497757,0.296296303
1421,1,8,0,0,20,1,15,1,0,3,0,1.5635126,0.111111111
1422,1,10,2,0,20,0,10,1,1,12,0,4.0886431,0.14814816
1423,1,10,2,10,10,1,7,1,1,12,1,3.1369698,0.666666676
1424,0,6,1,2,40,1,7,1,1,4,0,3.8276706,0.222222222
1425,1,6,0,4,40,1,8,0,1,4,0,4.1906209,NA
1426,0,11,3,0,6,1,6,1,0,14,0,3.010618,0.777777812
1427,0,7,1,10,16,1,10,1,1,12,0,3.8550856,0.074074054
1428,0,7,5,2,25,0,5,1,1,12,1,0.32894054,0.333333343
1429,0,11,0,10,35,0,5,1,0,2,0,1.8680018,0.740740757
1430,0,9,0,10,65,1,4,1,0,3,0,2.5166004,0.777777812
1431,0,11,0,4,15,0,9,1,1,5,1,1.5064195,0.629629652
1432,1,7,2,13,40,1,10,1,0,3,0,2.5501842,0.851851865
1433,1,7,6,4,20,1,10,1,1,6,1,2.9487853,0.814814838
1434,1,10,0,3,15,1,8,1,1,12,1,0.39228544,0.777777812
1435,0,6,5,2,4,1,4,1,0,14,0,5.8992705,0.333333343
1436,1,9,0,5,20,1,11,1,0,14,0,3.0371523,0.296296303
1437,0,8,0,0,1,1,12,0,0,3,0,2.5898719,NA
1438,1,11,3,10,40,1,8,1,1,4,1,3.9758646,0.777777812
1439,1,11,0,5,30,1,8,1,1,4,1,4.0899453,0.444444452
1440,0,6,10,10,30,1,7,1,1,12,0,0.12069096,0.185185192
1441,1,9,3,0,25,1,6,1,0,13,0,3.9640596,0.333333343
1442,1,8,0,0,20,0,4,1,0,13,0,3.4169843,0.111111111
1443,1,11,0,0,30,0,8,1,1,5,0,2.2559903,0.333333343
1444,1,10,16,10,35,0,7,1,0,7,0,4.5697012,0.740740757
1445,0,10,3,0,70,1,8,1,1,4,1,3.9146945,1
1446,0,6,6,2,40,0,12,1,1,12,0,0.26395479,0.111111111
1447,1,6,3,13,15,1,9,1,1,4,0,3.9663227,0.037037054
1448,1,11,3,5,50,1,8,1,1,4,0,3.786777,0.185185192
1449,1,11,7,10,36,0,10,1,1,5,1,2.3151712,0.666666676
1450,0,7,10,0,20,1,6,0,1,12,1,3.4096494,NA
1451,0,6,8,6,20,1,6,1,1,12,0,3.6888366,0.111111111
1452,0,6,5,2,28,1,5,1,0,13,0,4.0586796,0
1453,0,10,5,20,50,1,9,1,1,5,1,4.0909238,1
1454,0,11,0,5,30,1,12,1,1,4,0,4.0657663,0.37037038
1455,0,11,0,10,50,0,13,1,1,12,1,3.9966695,1
1456,1,9,4,26,11,1,12,1,1,5,1,4.1534429,0.703703703
1457,1,7,0,0,10,1,4,1,1,4,0,4.2109551,0.111111111
1458,1,10,7,0,8,1,12,0,0,15,0,2.8983521,NA
1459,0,6,1,5,30,1,7,0,0,3,0,3.8701055,NA
1460,1,7,0,10,35,0,5,1,0,2,0,1.8680018,0
1461,1,11,6,0,20,0,7,1,1,12,0,2.9020464,0.185185192
1462,1,7,0,3,10,0,6,0,0,13,0,3.4745505,NA
1463,0,8,5,10,20,1,7,1,1,4,1,2.7636621,0.703703703
1464,1,6,3,10,35,1,11,1,1,6,0,2.7547524,0
1465,0,6,8,0,30,0,5,1,0,2,1,2.0295594,0.111111111
1466,0,10,3,0,10,1,10,1,1,4,1,2.6994996,0.666666676
1467,0,8,0,5,30,1,5,1,0,14,0,6.0968871,0.333333343
1468,0,11,5,2,7,0,8,1,0,2,0,2.6852124,0.703703703
1469,1,11,1,5,40,1,5,1,1,12,0,0.47868708,0.333333343
1470,1,11,5,0,6,1,9,1,0,15,0,3.138823,0.296296303
1471,1,6,0,10,15,1,5,1,0,13,0,2.3456175,0
1472,0,10,0,5,15,0,8,0,1,6,1,2.6790853,NA
1473,0,11,5,20,30,1,9,1,0,13,1,3.832619,0.740740757
1474,1,6,6,0,3,0,8,1,1,5,0,2.7744529,0.037037054
1475,1,10,4,0,14,1,5,1,0,13,0,3.5387268,0.222222222
1476,1,9,0,0,1,1,12,0,0,3,0,2.5898719,NA
1477,0,10,5,3,16,1,9,0,0,13,0,3.4941068,NA
1478,0,8,0,15,4,1,5,1,1,4,1,2.7384529,0.259259271
1479,0,7,0,3,7,1,7,1,0,13,0,3.5500445,0.37037038
1480,0,6,7,0,0.5,0,7,1,1,12,0,2.9020464,0.222222222
1481,1,8,8,20,20,1,10,1,1,12,0,4.0721107,0.222222222
1482,0,11,0,10,25,0,4,1,1,6,0,2.6373785,0.740740757
1483,0,7,0,0,15,0,6,0,0,13,0,3.4193676,NA
1484,1,9,0,10,10,1,4,0,1,12,1,2.0763912,NA
1485,0,8,3,15,50,1,9,0,1,12,0,0.63967693,NA
1486,1,10,10,10,20,1,9,1,0,3,0,3.953989,0.777777812
1487,1,11,2,0,10,1,8,1,0,3,0,2.5306847,0.185185192
1488,1,7,0,25,40,1,7,1,1,5,1,1.4732095,0.851851865
1489,1,10,0,30,15,1,7,1,1,1,1,3.1160948,0.592592603
1490,1,11,5,10,40,0,9,1,1,5,1,1.4573156,0.814814838
