"","id","country","commie","me_nafr","ssafrica","asia","latin","female_vote","female_voteMOD","female_min","female_seats","female_seats95","gender_rights","laborfemaleMOD","closed_list","PR","polity","gdpcap2000","oil","zislam","female_seats_15"
"108","MRT","Mauritania",0,0,1,0,0,1961,1961,0.1,3.7,1.29999995231628,NA,43.9000549316406,NA,0,-6,344.752685546875,0,2.06963682174683,0
"109","MUS","Mauritius",0,0,1,0,0,1956,1956,0.1,5.7,7.59999990463257,NA,28.5640068054199,NA,0,10,3487.736328125,0,-0.25323098897934,0
"110","MWI","Malawi",0,0,1,0,0,1961,1961,0.1,14,5.59999990463257,NA,48.9975128173828,NA,0,5.18181800842285,160.116683959961,0,-0.279850095510483,0
"111","MYS","Malaysia",0,0,0,1,0,1957,1957,0.1,9.1,7.80000019073486,NA,31.3058757781982,NA,0,3.18181824684143,3647.2236328125,400.836029052734,0.618647158145905,0
"112","NAM","Namibia",0,0,1,0,0,1989,1989,0.2,25,18.1000003814697,NA,29.5470790863037,1,1,6,1771.07775878906,0,-0.719791769981384,1
"113","NER","Niger",0,0,1,0,0,1948,1948,0.2,12.4,NA,NA,43.4350318908691,NA,NA,2.36363625526428,174.189407348633,0.42242768406868,1.82203817367554,0
"114","NGA","Nigeria",0,0,1,0,0,1958,1958,0.1,4.7,NA,NA,35.055004119873,NA,NA,-1.18181812763214,334.191741943359,282.768280029297,0.479889452457428,0
"115","NIC","Nicaragua",0,0,0,0,1,1955,1955,0.1,20.7,10.8000001907349,NA,35.5423774719238,1,1,7.63636350631714,736.313659667969,0,-0.722720563411713,1
"116","NLD","Netherlands",0,0,0,0,0,1919,1919,0.4,36.7,31.2999992370605,NA,39.4213447570801,1,1,10,21605.529296875,502.112854003906,-0.617676019668579,1
"117","NOR","Norway",0,0,0,0,0,1907,1907,0.4,38.2,39.4000015258789,NA,45.0016441345215,1,1,10,35020.9765625,2222.88500976562,-0.679874002933502,1
"118","NPL","Nepal",0,0,0,0,0,1951,1951,0.1,5.9,3.40000009536743,NA,39.1848793029785,0,0,3.27272725105286,225.849838256836,0,-0.617307186126709,0
"119","NZL","New Zealand",0,0,0,0,0,1893,1893,0.2,28.3,29.2000007629395,NA,42.2522468566895,1,1,10,13101.6640625,179.802474975586,-0.717361986637115,1
"120","OMN","Oman",0,1,0,0,0,1994,1994,0.1,2.4,0,2.01999998092651,15.9836091995239,NA,NA,-8.81818199157715,8189.20947265625,4538.0087890625,1.77498292922974,0
"121","PAK","Pakistan",0,0,0,0,0,1947,1947,0.1,21.3,NA,NA,8.57886505126953,NA,0,1.63636362552643,519.27734375,16.876537322998,1.9809718132019,1
"122","PAN","Panama",0,0,0,0,1,1941,1941,0.1,16.7,9.69999980926514,NA,33.8672866821289,0,1,8.90909099578857,3838.55883789062,0,-0.599713027477264,1
"123","PER","Peru",0,0,0,0,1,1955,1955,0.1,18.3,10.8000001907349,NA,29.486930847168,1,1,3.40000009536743,1990.50720214844,120.677124023438,-0.723371386528015,1
"124","PHL","Philippines",0,0,0,1,0,1937,1937,0.3,15.3,10.8000001907349,NA,26.9612216949463,1,0,8,958.661987304688,2.83651614189148,-0.549251735210419,1
"125","PNG","Papua New Guinea",0,0,0,0,0,NA,NA,NA,NA,0,NA,42.019100189209,NA,0,10,686.5546875,0,-0.722720563411713,NA
"126","POL","Poland",1,0,0,0,0,1918,1918,0.1,20.2,13,NA,36.5391693115234,1,1,9,3890.38110351562,185.050689697266,-0.723089337348938,1
"127","PRK","Korea, Dem. Rep.",1,0,0,1,0,NA,NA,NA,20.1,20.1000003814697,NA,43.2884674072266,NA,NA,-9,NA,102.333564758301,-0.723089337348938,1
"128","PRT","Portugal",0,0,0,0,0,1931,1931,0.2,19.5,13,NA,37.6393661499023,1,1,10,9610.53125,0.50724869966507,-0.717383682727814,1
"129","PRY","Paraguay",0,0,0,0,1,1961,1961,0.3,10,2.5,NA,25.7312049865723,1,1,7,1509.2353515625,0,-0.723371386528015,0
"130","QAT","Qatar",0,1,0,0,0,1995,1995,0.1,0,0,2.22000002861023,3.09999990463257,NA,NA,-10,NA,20818.75390625,1.61834907531738,0
"131","ROM","Romania",1,0,0,0,0,1929,1929,0.1,11.1,7,NA,25.0344371795654,1,1,7.18181800842285,1737.77526855469,325.654144287109,-0.688812136650085,0
"132","RUS","Russian Federation",1,0,0,0,0,1918,1918,0,9.8,10.1999998092651,NA,45.0103187561035,1,1,5.09090900421143,1754.54504394531,537.99462890625,-0.50948578119278,0
"133","RWA","Rwanda",0,0,1,0,0,1961,1961,0.4,48.8,17.1000003814697,NA,49.3484153747559,NA,1,-5.18181800842285,222.716979980469,0.0280118137598038,-0.494256317615509,1
"134","SAU","Saudi Arabia",0,1,0,0,0,NA,2006,0,0,0,1.25999999046326,7.19999980926514,NA,NA,-10,9106.462890625,9930.0869140625,1.93139982223511,0
